zip,json
67529,"{""latitude"": 38.0728, ""longitude"": -99.2533}"
67530,"{""latitude"": 38.35287, ""longitude"": -98.79363000000001}"
67543,"{""latitude"": 37.87758, ""longitude"": -97.79479}"
67544,"{""latitude"": 38.58229, ""longitude"": -98.75738}"
67545,"{""latitude"": 38.16404, ""longitude"": -98.61994}"
67546,"{""latitude"": 38.23255, ""longitude"": -97.81944}"
67547,"{""latitude"": 37.93351, ""longitude"": -99.45756}"
67548,"{""latitude"": 38.5831, ""longitude"": -99.34510999999999}"
67550,"{""latitude"": 38.1849, ""longitude"": -99.12235}"
67552,"{""latitude"": 37.86625, ""longitude"": -99.22853}"
67553,"{""latitude"": 38.660790000000006, ""longitude"": -99.30721}"
67554,"{""latitude"": 38.37451, ""longitude"": -98.19308000000001}"
67556,"{""latitude"": 38.61179, ""longitude"": -99.52892}"
67557,"{""latitude"": 37.927820000000004, ""longitude"": -98.96403000000001}"
67559,"{""latitude"": 38.39011, ""longitude"": -99.45501999999999}"
67560,"{""latitude"": 38.394940000000005, ""longitude"": -99.95135}"
67561,"{""latitude"": 38.106320000000004, ""longitude"": -98.09479}"
67563,"{""latitude"": 37.84409, ""longitude"": -99.55639000000001}"
67564,"{""latitude"": 38.531729999999996, ""longitude"": -98.93139000000001}"
67565,"{""latitude"": 38.60389, ""longitude"": -99.04069}"
67566,"{""latitude"": 37.93847, ""longitude"": -98.09774}"
67567,"{""latitude"": 38.2727, ""longitude"": -98.97771999999999}"
67568,"{""latitude"": 38.01233, ""longitude"": -98.3093}"
67570,"{""latitude"": 37.78635, ""longitude"": -97.96911}"
67572,"{""latitude"": 38.68667, ""longitude"": -99.90878000000001}"
67573,"{""latitude"": 38.26846, ""longitude"": -98.41889}"
67574,"{""latitude"": 38.22188, ""longitude"": -99.38503}"
67575,"{""latitude"": 38.41225, ""longitude"": -99.26178}"
67576,"{""latitude"": 38.03365, ""longitude"": -98.79384}"
67578,"{""latitude"": 37.98588, ""longitude"": -98.58098000000001}"
67579,"{""latitude"": 38.1833, ""longitude"": -98.21856}"
67581,"{""latitude"": 37.98363, ""longitude"": -98.41691999999999}"
67583,"{""latitude"": 37.80188, ""longitude"": -98.47697}"
67584,"{""latitude"": 38.681129999999996, ""longitude"": -100.16369}"
67601,"{""latitude"": 38.8776, ""longitude"": -99.34833}"
67621,"{""latitude"": 39.824670000000005, ""longitude"": -99.1256}"
67622,"{""latitude"": 39.894709999999996, ""longitude"": -99.72988000000001}"
67623,"{""latitude"": 39.45275, ""longitude"": -98.95815999999999}"
67625,"{""latitude"": 39.38519, ""longitude"": -99.68379}"
67626,"{""latitude"": 38.88536, ""longitude"": -98.70928}"
67628,"{""latitude"": 39.622, ""longitude"": -98.99409}"
67629,"{""latitude"": 39.70386, ""longitude"": -100.18538000000001}"
67631,"{""latitude"": 39.00388, ""longitude"": -100.08621}"
67632,"{""latitude"": 39.3398, ""longitude"": -99.58165}"
67634,"{""latitude"": 38.81919, ""longitude"": -98.60734000000001}"
67635,"{""latitude"": 39.59485, ""longitude"": -100.4393}"
67637,"{""latitude"": 38.937740000000005, ""longitude"": -99.59841999999999}"
67638,"{""latitude"": 39.63033, ""longitude"": -98.85681}"
67639,"{""latitude"": 39.6372, ""longitude"": -99.30931}"
67640,"{""latitude"": 38.90912, ""longitude"": -99.04673000000001}"
67642,"{""latitude"": 39.35816, ""longitude"": -99.84437}"
67643,"{""latitude"": 39.67624, ""longitude"": -100.30103000000001}"
67644,"{""latitude"": 39.633309999999994, ""longitude"": -99.15782}"
67645,"{""latitude"": 39.59942, ""longitude"": -99.87089}"
67646,"{""latitude"": 39.63449, ""longitude"": -99.57616999999999}"
67647,"{""latitude"": 39.93674, ""longitude"": -99.53872}"
67648,"{""latitude"": 39.079, ""longitude"": -98.56831}"
67649,"{""latitude"": 39.1229, ""longitude"": -98.68043}"
67650,"{""latitude"": 39.37345, ""longitude"": -100.10624}"
67651,"{""latitude"": 39.207440000000005, ""longitude"": -99.05139}"
67653,"{""latitude"": 39.90702, ""longitude"": -100.21274}"
67654,"{""latitude"": 39.8248, ""longitude"": -99.9534}"
67656,"{""latitude"": 38.98979, ""longitude"": -99.75605}"
67657,"{""latitude"": 39.21027, ""longitude"": -99.61998}"
67658,"{""latitude"": 39.105940000000004, ""longitude"": -98.93121}"
67659,"{""latitude"": 39.32488, ""longitude"": -100.0036}"
67660,"{""latitude"": 38.7182, ""longitude"": -99.15654}"
67661,"{""latitude"": 39.82823, ""longitude"": -99.32053}"
67663,"{""latitude"": 39.21143, ""longitude"": -99.34919000000001}"
67664,"{""latitude"": 39.81428, ""longitude"": -99.58639000000001}"
67665,"{""latitude"": 38.850390000000004, ""longitude"": -98.88161}"
67667,"{""latitude"": 38.71305, ""longitude"": -99.33258000000001}"
67669,"{""latitude"": 39.45329, ""longitude"": -99.34649}"
67671,"{""latitude"": 38.8468, ""longitude"": -99.13639}"
67672,"{""latitude"": 39.00387, ""longitude"": -99.91056}"
67673,"{""latitude"": 39.15832, ""longitude"": -98.81535}"
67674,"{""latitude"": 38.86385, ""longitude"": -99.06877}"
67675,"{""latitude"": 39.44077, ""longitude"": -99.10002}"
67701,"{""latitude"": 39.396029999999996, ""longitude"": -101.05959}"
67730,"{""latitude"": 39.80575, ""longitude"": -101.10589}"
67731,"{""latitude"": 39.762679999999996, ""longitude"": -101.53621}"
67732,"{""latitude"": 39.41209, ""longitude"": -101.36108}"
67733,"{""latitude"": 39.319559999999996, ""longitude"": -101.51275}"
67734,"{""latitude"": 39.5326, ""longitude"": -100.89442}"
67735,"{""latitude"": 39.34596, ""longitude"": -101.7586}"
67736,"{""latitude"": 38.8461, ""longitude"": -100.47039000000001}"
67737,"{""latitude"": 39.12279, ""longitude"": -100.47892}"
67738,"{""latitude"": 38.98985, ""longitude"": -100.64764}"
67739,"{""latitude"": 39.88106, ""longitude"": -100.8136}"
67740,"{""latitude"": 39.37702, ""longitude"": -100.3587}"
67741,"{""latitude"": 39.394940000000005, ""longitude"": -101.99935}"
67743,"{""latitude"": 39.37299, ""longitude"": -101.24712}"
67744,"{""latitude"": 39.85383, ""longitude"": -100.93522}"
67745,"{""latitude"": 39.80852, ""longitude"": -101.34628000000001}"
67747,"{""latitude"": 39.04206, ""longitude"": -101.06506999999999}"
67748,"{""latitude"": 39.040729999999996, ""longitude"": -100.8528}"
67749,"{""latitude"": 39.8338, ""longitude"": -100.56486}"
67751,"{""latitude"": 39.12141, ""longitude"": -100.35218}"
67752,"{""latitude"": 38.988009999999996, ""longitude"": -100.24408000000001}"
67753,"{""latitude"": 39.42674, ""longitude"": -100.74616}"
67756,"{""latitude"": 39.79425, ""longitude"": -101.8363}"
67757,"{""latitude"": 39.54623, ""longitude"": -100.61048000000001}"
67758,"{""latitude"": 38.8842, ""longitude"": -101.76406}"
67761,"{""latitude"": 38.97081, ""longitude"": -101.53109}"
67762,"{""latitude"": 38.90425, ""longitude"": -101.97256999999999}"
67764,"{""latitude"": 38.92283, ""longitude"": -101.20644}"
67801,"{""latitude"": 37.72528, ""longitude"": -100.05496}"
67831,"{""latitude"": 37.18654, ""longitude"": -99.79219}"
67834,"{""latitude"": 37.5337, ""longitude"": -99.6316}"
67835,"{""latitude"": 37.97105, ""longitude"": -100.32684}"
67836,"{""latitude"": 38.02158, ""longitude"": -102.00699}"
67837,"{""latitude"": 37.552890000000005, ""longitude"": -100.66235}"
67838,"{""latitude"": 38.0779, ""longitude"": -101.13399}"
67839,"{""latitude"": 38.47189, ""longitude"": -100.43141999999999}"
67840,"{""latitude"": 37.086040000000004, ""longitude"": -100.02601999999999}"
67841,"{""latitude"": 37.62236, ""longitude"": -100.24408000000001}"
67842,"{""latitude"": 37.55923, ""longitude"": -99.77455}"
67843,"{""latitude"": 37.73025, ""longitude"": -99.93689}"
67844,"{""latitude"": 37.385490000000004, ""longitude"": -100.19476999999999}"
67846,"{""latitude"": 38.03484, ""longitude"": -100.76704000000001}"
67849,"{""latitude"": 38.14905, ""longitude"": -99.71481999999999}"
67850,"{""latitude"": 38.58679, ""longitude"": -100.61417}"
67851,"{""latitude"": 38.06266, ""longitude"": -101.02606}"
67853,"{""latitude"": 37.88868, ""longitude"": -100.51504}"
67854,"{""latitude"": 38.09101, ""longitude"": -100.01033000000001}"
67855,"{""latitude"": 37.55294, ""longitude"": -101.68845999999999}"
67857,"{""latitude"": 37.98697, ""longitude"": -101.55079}"
67859,"{""latitude"": 37.23914, ""longitude"": -100.77919}"
67860,"{""latitude"": 38.00297, ""longitude"": -101.31028}"
67861,"{""latitude"": 38.47222, ""longitude"": -101.38518}"
67862,"{""latitude"": 37.55284, ""longitude"": -101.93979}"
67863,"{""latitude"": 38.57312, ""longitude"": -101.21651}"
67864,"{""latitude"": 37.176390000000005, ""longitude"": -100.31691}"
67865,"{""latitude"": 37.4316, ""longitude"": -99.96547}"
67867,"{""latitude"": 37.5734, ""longitude"": -100.45875}"
67868,"{""latitude"": 37.82114, ""longitude"": -100.70879000000001}"
67869,"{""latitude"": 37.23871, ""longitude"": -100.57264}"
67870,"{""latitude"": 37.522220000000004, ""longitude"": -101.00144}"
67871,"{""latitude"": 38.51753, ""longitude"": -100.90555}"
67876,"{""latitude"": 37.86155, ""longitude"": -99.73665}"
67877,"{""latitude"": 37.549859999999995, ""longitude"": -100.84549}"
67878,"{""latitude"": 38.00558, ""longitude"": -101.82808}"
67879,"{""latitude"": 38.48065, ""longitude"": -101.80605}"
67880,"{""latitude"": 37.58509, ""longitude"": -101.31456}"
67882,"{""latitude"": 37.800509999999996, ""longitude"": -99.8868}"
67901,"{""latitude"": 37.10184, ""longitude"": -100.90783}"
67950,"{""latitude"": 37.04802, ""longitude"": -101.86802}"
67951,"{""latitude"": 37.162240000000004, ""longitude"": -101.35249}"
67952,"{""latitude"": 37.29671, ""longitude"": -101.15007}"
67953,"{""latitude"": 37.25701, ""longitude"": -101.8943}"
67954,"{""latitude"": 37.20867, ""longitude"": -101.64224}"
68001,"{""latitude"": 41.33482, ""longitude"": -96.9589}"
68002,"{""latitude"": 41.49689, ""longitude"": -96.33705}"
68003,"{""latitude"": 41.07768, ""longitude"": -96.38545}"
68004,"{""latitude"": 42.01243, ""longitude"": -96.63221}"
68005,"{""latitude"": 41.14193, ""longitude"": -95.89228}"
68007,"{""latitude"": 41.3698, ""longitude"": -96.1914}"
68008,"{""latitude"": 41.54784, ""longitude"": -96.16351}"
68010,"{""latitude"": 41.25584, ""longitude"": -96.13385}"
68014,"{""latitude"": 41.28226, ""longitude"": -96.96178}"
68015,"{""latitude"": 41.38558, ""longitude"": -96.64341999999999}"
68016,"{""latitude"": 41.04333, ""longitude"": -96.10424}"
68017,"{""latitude"": 41.059490000000004, ""longitude"": -96.65485}"
68018,"{""latitude"": 41.30538, ""longitude"": -96.61232}"
68019,"{""latitude"": 41.784240000000004, ""longitude"": -96.37371}"
68020,"{""latitude"": 41.97579, ""longitude"": -96.25927}"
68022,"{""latitude"": 41.278459999999995, ""longitude"": -96.24595}"
68023,"{""latitude"": 41.44916, ""longitude"": -96.0203}"
68025,"{""latitude"": 41.437940000000005, ""longitude"": -96.48937}"
68028,"{""latitude"": 41.10634, ""longitude"": -96.26083}"
68029,"{""latitude"": 41.6609, ""longitude"": -96.28273}"
68030,"{""latitude"": 42.321709999999996, ""longitude"": -96.45024000000001}"
68031,"{""latitude"": 41.642790000000005, ""longitude"": -96.53049}"
68033,"{""latitude"": 41.1307, ""longitude"": -96.51674}"
68034,"{""latitude"": 41.4584, ""longitude"": -96.21916999999999}"
68036,"{""latitude"": 41.39078, ""longitude"": -96.95177}"
68037,"{""latitude"": 40.985820000000004, ""longitude"": -96.12729}"
68038,"{""latitude"": 41.95408, ""longitude"": -96.44589}"
68039,"{""latitude"": 42.114090000000004, ""longitude"": -96.34461}"
68040,"{""latitude"": 41.284490000000005, ""longitude"": -96.73666}"
68041,"{""latitude"": 41.248259999999995, ""longitude"": -96.49825}"
68042,"{""latitude"": 41.09663, ""longitude"": -96.43824000000001}"
68044,"{""latitude"": 41.54914, ""longitude"": -96.44413}"
68045,"{""latitude"": 41.8256, ""longitude"": -96.49651999999999}"
68046,"{""latitude"": 41.12489, ""longitude"": -96.05946}"
68047,"{""latitude"": 42.10669, ""longitude"": -96.74047}"
68048,"{""latitude"": 40.98141, ""longitude"": -95.9344}"
68050,"{""latitude"": 41.30708, ""longitude"": -96.8411}"
68055,"{""latitude"": 42.05894, ""longitude"": -96.47216999999999}"
68057,"{""latitude"": 41.65961, ""longitude"": -96.71921999999999}"
68058,"{""latitude"": 41.00875, ""longitude"": -96.24831999999999}"
68059,"{""latitude"": 41.06666, ""longitude"": -96.15786}"
68061,"{""latitude"": 41.799409999999995, ""longitude"": -96.21152}"
68062,"{""latitude"": 42.19429, ""longitude"": -96.66909}"
68063,"{""latitude"": 41.73056, ""longitude"": -96.49558}"
68064,"{""latitude"": 41.35106, ""longitude"": -96.34991}"
68065,"{""latitude"": 41.073170000000005, ""longitude"": -96.83986}"
68066,"{""latitude"": 41.18598, ""longitude"": -96.62429}"
68067,"{""latitude"": 42.15294, ""longitude"": -96.48391}"
68068,"{""latitude"": 41.397890000000004, ""longitude"": -96.20854}"
68069,"{""latitude"": 41.24286, ""longitude"": -96.31621}"
68070,"{""latitude"": 41.19218, ""longitude"": -96.8024}"
68071,"{""latitude"": 42.2357, ""longitude"": -96.47119}"
68072,"{""latitude"": 41.6092, ""longitude"": -96.50478000000001}"
68073,"{""latitude"": 41.25067, ""longitude"": -96.4078}"
68102,"{""latitude"": 41.26204, ""longitude"": -95.93306}"
68104,"{""latitude"": 41.294979999999995, ""longitude"": -96.00128000000001}"
68105,"{""latitude"": 41.2405, ""longitude"": -95.96414}"
68106,"{""latitude"": 41.238929999999996, ""longitude"": -96.00218000000001}"
68107,"{""latitude"": 41.208420000000004, ""longitude"": -95.95167}"
68108,"{""latitude"": 41.23742, ""longitude"": -95.93053}"
68110,"{""latitude"": 41.29845, ""longitude"": -95.91168}"
68111,"{""latitude"": 41.29555, ""longitude"": -95.96396999999999}"
68112,"{""latitude"": 41.37395, ""longitude"": -95.9572}"
68113,"{""latitude"": 41.11758, ""longitude"": -95.91127}"
68114,"{""latitude"": 41.26324, ""longitude"": -96.05206}"
68116,"{""latitude"": 41.29935, ""longitude"": -96.16781999999999}"
68117,"{""latitude"": 41.20754, ""longitude"": -96.0004}"
68118,"{""latitude"": 41.26318, ""longitude"": -96.17743}"
68122,"{""latitude"": 41.36821, ""longitude"": -96.05113}"
68123,"{""latitude"": 41.10148, ""longitude"": -95.94331}"
68124,"{""latitude"": 41.235279999999996, ""longitude"": -96.05163}"
68127,"{""latitude"": 41.20544, ""longitude"": -96.05063}"
68128,"{""latitude"": 41.18135, ""longitude"": -96.06584000000001}"
68130,"{""latitude"": 41.23424, ""longitude"": -96.19589}"
68131,"{""latitude"": 41.2645, ""longitude"": -95.96451}"
68132,"{""latitude"": 41.26466, ""longitude"": -96.00236}"
68133,"{""latitude"": 41.11357, ""longitude"": -95.99942}"
68134,"{""latitude"": 41.29854, ""longitude"": -96.05065}"
68135,"{""latitude"": 41.205690000000004, ""longitude"": -96.19552}"
68136,"{""latitude"": 41.168890000000005, ""longitude"": -96.18670999999999}"
68137,"{""latitude"": 41.205870000000004, ""longitude"": -96.11887}"
68138,"{""latitude"": 41.15606, ""longitude"": -96.13648}"
68142,"{""latitude"": 41.36831, ""longitude"": -96.10464}"
68144,"{""latitude"": 41.23485, ""longitude"": -96.1192}"
68147,"{""latitude"": 41.1761, ""longitude"": -95.9567}"
68152,"{""latitude"": 41.36535, ""longitude"": -95.9979}"
68154,"{""latitude"": 41.26474, ""longitude"": -96.11564}"
68157,"{""latitude"": 41.17845, ""longitude"": -95.99693}"
68164,"{""latitude"": 41.29905, ""longitude"": -96.10955}"
68178,"{""latitude"": 41.26569, ""longitude"": -95.94756}"
68301,"{""latitude"": 40.46517, ""longitude"": -96.52385}"
68303,"{""latitude"": 40.26603, ""longitude"": -97.42200000000001}"
68304,"{""latitude"": 40.87932, ""longitude"": -96.39239}"
68305,"{""latitude"": 40.36566, ""longitude"": -95.85854}"
68307,"{""latitude"": 40.78983, ""longitude"": -96.1336}"
68309,"{""latitude"": 40.06007, ""longitude"": -96.56863}"
68310,"{""latitude"": 40.25097, ""longitude"": -96.74956}"
68313,"{""latitude"": 40.781929999999996, ""longitude"": -97.27231}"
68314,"{""latitude"": 41.01276, ""longitude"": -97.02761}"
68315,"{""latitude"": 40.24944, ""longitude"": -97.54115999999999}"
68316,"{""latitude"": 41.01777, ""longitude"": -97.61811}"
68317,"{""latitude"": 40.67176, ""longitude"": -96.50733000000001}"
68318,"{""latitude"": 40.153909999999996, ""longitude"": -96.64010999999999}"
68319,"{""latitude"": 40.930820000000004, ""longitude"": -97.76149000000001}"
68320,"{""latitude"": 40.486259999999994, ""longitude"": -95.95517}"
68321,"{""latitude"": 40.3924, ""longitude"": -95.69082}"
68322,"{""latitude"": 40.33882, ""longitude"": -97.55624}"
68323,"{""latitude"": 40.140190000000004, ""longitude"": -96.38206}"
68324,"{""latitude"": 40.56002, ""longitude"": -96.29215}"
68325,"{""latitude"": 40.01683, ""longitude"": -97.75788}"
68326,"{""latitude"": 40.28607, ""longitude"": -97.68284}"
68327,"{""latitude"": 40.0282, ""longitude"": -97.61814}"
68328,"{""latitude"": 40.47743, ""longitude"": -96.83764000000001}"
68329,"{""latitude"": 40.50243, ""longitude"": -96.16245}"
68331,"{""latitude"": 40.472, ""longitude"": -96.71059}"
68332,"{""latitude"": 40.31682, ""longitude"": -96.40563}"
68333,"{""latitude"": 40.623290000000004, ""longitude"": -96.94774}"
68335,"{""latitude"": 40.27697, ""longitude"": -97.80301}"
68336,"{""latitude"": 40.96396, ""longitude"": -96.68805}"
68337,"{""latitude"": 40.09667, ""longitude"": -95.83811}"
68338,"{""latitude"": 40.31047, ""longitude"": -97.27153}"
68339,"{""latitude"": 40.73372, ""longitude"": -96.86457}"
68340,"{""latitude"": 40.132540000000006, ""longitude"": -97.74719}"
68341,"{""latitude"": 40.383790000000005, ""longitude"": -96.91377}"
68342,"{""latitude"": 40.10069, ""longitude"": -96.94431}"
68343,"{""latitude"": 40.61869, ""longitude"": -97.13424}"
68344,"{""latitude"": 40.5698, ""longitude"": -96.40066}"
68345,"{""latitude"": 40.03993, ""longitude"": -96.02799999999999}"
68346,"{""latitude"": 40.66383, ""longitude"": -96.02894}"
68347,"{""latitude"": 40.80389, ""longitude"": -96.42643000000001}"
68348,"{""latitude"": 40.30612, ""longitude"": -96.13923}"
68349,"{""latitude"": 40.82928, ""longitude"": -96.29738}"
68350,"{""latitude"": 40.04461, ""longitude"": -97.07629}"
68351,"{""latitude"": 40.65712, ""longitude"": -97.42865}"
68352,"{""latitude"": 40.1458, ""longitude"": -97.22032}"
68354,"{""latitude"": 40.637809999999995, ""longitude"": -97.57831}"
68355,"{""latitude"": 40.11509, ""longitude"": -95.56405}"
68357,"{""latitude"": 40.31657, ""longitude"": -96.55113}"
68358,"{""latitude"": 40.53148, ""longitude"": -96.60804}"
68359,"{""latitude"": 40.62958, ""longitude"": -97.28532}"
68360,"{""latitude"": 40.94549, ""longitude"": -96.95509}"
68361,"{""latitude"": 40.50994, ""longitude"": -97.60024}"
68362,"{""latitude"": 40.156659999999995, ""longitude"": -97.4418}"
68364,"{""latitude"": 40.83256, ""longitude"": -97.21892}"
68365,"{""latitude"": 40.60962, ""longitude"": -97.72883}"
68366,"{""latitude"": 40.97385, ""longitude"": -96.43816}"
68367,"{""latitude"": 41.03582, ""longitude"": -97.39726999999999}"
68368,"{""latitude"": 40.55867, ""longitude"": -96.82089}"
68370,"{""latitude"": 40.13915, ""longitude"": -97.55058000000001}"
68371,"{""latitude"": 40.772259999999996, ""longitude"": -97.78921}"
68372,"{""latitude"": 40.608129999999996, ""longitude"": -96.60353}"
68375,"{""latitude"": 40.035509999999995, ""longitude"": -97.45673000000001}"
68376,"{""latitude"": 40.17438, ""longitude"": -95.945}"
68377,"{""latitude"": 40.214209999999994, ""longitude"": -97.01841999999999}"
68378,"{""latitude"": 40.383390000000006, ""longitude"": -96.02534}"
68379,"{""latitude"": 40.51983, ""longitude"": -95.86744}"
68380,"{""latitude"": 40.240829999999995, ""longitude"": -96.39323}"
68381,"{""latitude"": 40.08011, ""longitude"": -96.48040999999999}"
68382,"{""latitude"": 40.59731, ""longitude"": -96.02416}"
68401,"{""latitude"": 40.73785, ""longitude"": -97.59173}"
68402,"{""latitude"": 40.907779999999995, ""longitude"": -96.85713}"
68403,"{""latitude"": 40.92069, ""longitude"": -96.16798}"
68404,"{""latitude"": 40.61632, ""longitude"": -96.75073}"
68405,"{""latitude"": 40.76579, ""longitude"": -97.07264}"
68406,"{""latitude"": 40.49989, ""longitude"": -97.38535999999999}"
68407,"{""latitude"": 40.91922, ""longitude"": -96.26653}"
68409,"{""latitude"": 40.908120000000004, ""longitude"": -95.95152}"
68410,"{""latitude"": 40.6375, ""longitude"": -95.88476}"
68413,"{""latitude"": 40.837790000000005, ""longitude"": -96.01229000000001}"
68414,"{""latitude"": 40.30462, ""longitude"": -95.67043000000001}"
68415,"{""latitude"": 40.06372, ""longitude"": -96.8205}"
68416,"{""latitude"": 40.41036, ""longitude"": -97.45682}"
68417,"{""latitude"": 40.73642, ""longitude"": -96.08861}"
68418,"{""latitude"": 40.69487, ""longitude"": -96.38857}"
68419,"{""latitude"": 40.5998, ""longitude"": -96.51116999999999}"
68420,"{""latitude"": 40.09409, ""longitude"": -96.20201999999999}"
68421,"{""latitude"": 40.49007, ""longitude"": -95.74118}"
68422,"{""latitude"": 40.390190000000004, ""longitude"": -96.69598}"
68423,"{""latitude"": 40.80268, ""longitude"": -96.95214}"
68424,"{""latitude"": 40.297059999999995, ""longitude"": -97.01682}"
68428,"{""latitude"": 40.96968, ""longitude"": -96.79448000000001}"
68430,"{""latitude"": 40.66863, ""longitude"": -96.6634}"
68431,"{""latitude"": 40.06948, ""longitude"": -95.43348}"
68433,"{""latitude"": 40.0517, ""longitude"": -95.73584}"
68434,"{""latitude"": 40.90874, ""longitude"": -97.12034}"
68436,"{""latitude"": 40.42383, ""longitude"": -97.73942}"
68437,"{""latitude"": 40.23166, ""longitude"": -95.64577}"
68438,"{""latitude"": 40.62655, ""longitude"": -96.74466}"
68439,"{""latitude"": 41.00107, ""longitude"": -97.20883}"
68440,"{""latitude"": 40.05688, ""longitude"": -97.0098}"
68441,"{""latitude"": 40.22526, ""longitude"": -96.23814}"
68442,"{""latitude"": 40.23865, ""longitude"": -95.77320999999999}"
68443,"{""latitude"": 40.4521, ""longitude"": -96.36805}"
68444,"{""latitude"": 40.41138, ""longitude"": -97.57706}"
68445,"{""latitude"": 40.38926, ""longitude"": -97.07915}"
68446,"{""latitude"": 40.65328, ""longitude"": -96.17511}"
68447,"{""latitude"": 40.20495, ""longitude"": -96.07629}"
68448,"{""latitude"": 40.551629999999996, ""longitude"": -96.02557}"
68450,"{""latitude"": 40.36099, ""longitude"": -96.22739}"
68452,"{""latitude"": 40.394459999999995, ""longitude"": -97.85229}"
68453,"{""latitude"": 40.41597, ""longitude"": -97.3278}"
68454,"{""latitude"": 40.69187, ""longitude"": -96.28849}"
68455,"{""latitude"": 40.82569, ""longitude"": -95.90087}"
68456,"{""latitude"": 40.911159999999995, ""longitude"": -97.31436}"
68457,"{""latitude"": 40.15328, ""longitude"": -95.70735}"
68458,"{""latitude"": 40.23004, ""longitude"": -96.50321}"
68460,"{""latitude"": 40.89461, ""longitude"": -97.43026}"
68461,"{""latitude"": 40.76645, ""longitude"": -96.51516}"
68462,"{""latitude"": 40.94907, ""longitude"": -96.52639}"
68463,"{""latitude"": 40.87532, ""longitude"": -96.13419}"
68464,"{""latitude"": 40.4286, ""longitude"": -97.19869}"
68465,"{""latitude"": 40.490829999999995, ""longitude"": -97.02078}"
68466,"{""latitude"": 40.07023, ""longitude"": -96.64125}"
68467,"{""latitude"": 40.8664, ""longitude"": -97.59544}"
68502,"{""latitude"": 40.78543, ""longitude"": -96.6985}"
68503,"{""latitude"": 40.82458, ""longitude"": -96.67403}"
68504,"{""latitude"": 40.85431, ""longitude"": -96.66056999999999}"
68505,"{""latitude"": 40.824870000000004, ""longitude"": -96.61928}"
68506,"{""latitude"": 40.78389, ""longitude"": -96.63869}"
68507,"{""latitude"": 40.85893, ""longitude"": -96.61486}"
68508,"{""latitude"": 40.8183, ""longitude"": -96.70586999999999}"
68510,"{""latitude"": 40.80653, ""longitude"": -96.63596}"
68512,"{""latitude"": 40.7388, ""longitude"": -96.70752}"
68514,"{""latitude"": 40.925540000000005, ""longitude"": -96.65156}"
68516,"{""latitude"": 40.73488, ""longitude"": -96.64258000000001}"
68517,"{""latitude"": 40.93398, ""longitude"": -96.60554}"
68520,"{""latitude"": 40.799659999999996, ""longitude"": -96.55152}"
68521,"{""latitude"": 40.86613, ""longitude"": -96.70947}"
68522,"{""latitude"": 40.7887, ""longitude"": -96.76209}"
68523,"{""latitude"": 40.73596, ""longitude"": -96.7584}"
68524,"{""latitude"": 40.87113, ""longitude"": -96.80537}"
68526,"{""latitude"": 40.73235, ""longitude"": -96.58367}"
68527,"{""latitude"": 40.84711, ""longitude"": -96.52423}"
68528,"{""latitude"": 40.820240000000005, ""longitude"": -96.81943000000001}"
68531,"{""latitude"": 40.90141, ""longitude"": -96.72324}"
68532,"{""latitude"": 40.79208, ""longitude"": -96.84272}"
68601,"{""latitude"": 41.45254, ""longitude"": -97.40236999999999}"
68620,"{""latitude"": 41.73402, ""longitude"": -98.06988}"
68621,"{""latitude"": 41.48742, ""longitude"": -96.63636}"
68622,"{""latitude"": 41.941829999999996, ""longitude"": -98.58051999999999}"
68623,"{""latitude"": 41.44407, ""longitude"": -98.15039}"
68624,"{""latitude"": 41.35174, ""longitude"": -97.23428}"
68626,"{""latitude"": 41.16707, ""longitude"": -96.99433}"
68627,"{""latitude"": 41.55449, ""longitude"": -98.16230999999999}"
68628,"{""latitude"": 41.22071, ""longitude"": -97.83968}"
68629,"{""latitude"": 41.71607, ""longitude"": -97.12873}"
68631,"{""latitude"": 41.68978, ""longitude"": -97.34907}"
68632,"{""latitude"": 41.247240000000005, ""longitude"": -97.13113}"
68633,"{""latitude"": 41.70517, ""longitude"": -96.89690999999999}"
68634,"{""latitude"": 41.38989, ""longitude"": -97.49306}"
68635,"{""latitude"": 41.08247, ""longitude"": -97.01491}"
68636,"{""latitude"": 42.00874, ""longitude"": -98.15375}"
68637,"{""latitude"": 41.80529, ""longitude"": -98.65848000000001}"
68638,"{""latitude"": 41.37422, ""longitude"": -97.9868}"
68640,"{""latitude"": 41.46285, ""longitude"": -97.77395}"
68641,"{""latitude"": 41.73516, ""longitude"": -97.00816999999999}"
68642,"{""latitude"": 41.69028, ""longitude"": -97.51505999999999}"
68643,"{""latitude"": 41.70459, ""longitude"": -97.25843}"
68644,"{""latitude"": 41.71033, ""longitude"": -97.6752}"
68647,"{""latitude"": 41.52325, ""longitude"": -97.62151}"
68648,"{""latitude"": 41.404579999999996, ""longitude"": -96.79162}"
68649,"{""latitude"": 41.50914, ""longitude"": -96.78773000000001}"
68651,"{""latitude"": 41.2262, ""longitude"": -97.57973}"
68652,"{""latitude"": 41.869690000000006, ""longitude"": -98.05189}"
68653,"{""latitude"": 41.55523, ""longitude"": -97.48529}"
68654,"{""latitude"": 41.06673, ""longitude"": -97.78414000000001}"
68655,"{""latitude"": 41.65525, ""longitude"": -98.25059}"
68658,"{""latitude"": 41.19791, ""longitude"": -97.29082}"
68659,"{""latitude"": 41.54493, ""longitude"": -96.94331}"
68660,"{""latitude"": 41.5755, ""longitude"": -97.86972}"
